WindowNumber,WindowAreaSum,WindowAreaAvg,DistanceToWindowSum,DistanceToWindowAvg,ViewVectorandWindowCenterAngleAvg,RoomWidth,RoomHeight,RoomDepth,RoomVolume,WholeRoomVolume,WindowToWallRatio,VWindowDispersion,HWindowDispersion,WindowLengthSum,WindowLengthAvg,WindowHeightSum,WindowHeightAvg,AspectRatioAvg,WindowHorizontalAngleSum,WindowHorizontalAngleAvg,WindowVerticalAngleSum,WindowVerticalAngleAvg,HViewAngle,VViewAngle,Z1PtsCount,Z2PtsCount,Z2PtsCountZ1PtsCount,Z3PtsCount,Z4PtsCount,Z1PtsCountRatio,Z2PtCountRatio,Z2PtsCountZ1PtsCountRatio,Z3PtsCountRatio,Z4PtsCountRatio,BuildingPtsCount,EquipmentPtsCount,TreePtsCount,PavementPtsCount,GrassPtsCount,WaterPtsCount,DynamicPtsCount,TreePtsCountGrassPtsCount,SkyPtsCount,BuildingPtsCountRatio,EquipmentPtsCountRatio,TreePtsCountRatio,PavementPtsCountRatio,GrassPtsCountRatio,WaterPtsCountRatio,DynamicPtsRatio,TreePtsCountGrassPtsCountRatio,SkyPtsCountRatio,BuildingIsClosest,EquipmentIsClosest,TreeIsClosest,DynamicIsClosest,SkyIsClosest,ClosestObjectDist,ElementNumber,FloorHeights,BuildingClosestDist,EquipmentClosestDist,TreeClosestDist,GrassClosestDist,WaterClosestDist,NatureClosestDist,DynamicClosestDist,SkyClosestDist,SkyCondition,ViewContent,ViewAccess,Privacy,OverallRating
3,10.08000007,3.360000024,12.25703297,20.42838828,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,0,0,0,0,13834,6798,400,13834,22227,0,0,0,0,0.319794725,0.15714649,0.009246631,0.319794725,0.513812155,0,0,0,1,0,41.94924351,4,12.54902554,50000,50000,50000,47.69695727,161.6582383,47.69695727,41.94924351,54338.46739,2,2.96,2.64,-1.66,1.96
1,6.080000396,6.080000396,3.925875698,19.62937849,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,0,0,0,0,356,6034,0,356,19809,0,0,0,0,0.013588305,0.230314134,0,0.013588305,0.756097561,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,56440.44437,2,4.88,3.1,4.14,4
4,7.919999485,1.979999871,16.55703297,20.69629121,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,0,0,0,0,8983,5520,377,8983,19200,0,0,0,0,0.263585681,0.161971831,0.011062207,0.263585681,0.563380282,0,0,0,1,0,41.58865355,4,12.54902554,50000,50000,50000,54.39605562,195.7266634,54.39605562,41.58865355,54693.46928,2,4.28,2.72,2.16,3.38
1,4.159999909,4.159999909,3.902883549,23.41730129,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,0,0,0,0,356,6034,0,356,11502,0,0,0,0,0.019897161,0.337245696,0,0.019897161,0.642857143,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,57372.68374,2,4.2,0.333333333,4.083333333,3.3
2,6.600000298,3.300000149,8.130344396,16.26068879,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,5746,0,0,2589,0,0,1192,0,18853,0.202466526,0,0,0.091226216,0,0,0.042001409,0,0.664305849,1,0,0,0,0,191.1917259,4,33.35454559,191.1917259,50000,50000,50000,50000,50000,213.9593989,55116.91107,2,1.375,3.075,3.6,2.95
3,5.760000315,1.920000105,12.50512484,20.84187473,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,7701,0,0,2240,0,0,820,0,13856,0.312832595,0,0,0.090994029,0,0,0.033310314,0,0.562863062,1,0,0,0,0,190.0262431,4,33.35454559,190.0262431,50000,50000,50000,50000,50000,208.1444767,53092.25512,2,3.9,1.48,2.84,3.06
1,13.44000098,13.44000098,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,9630,4728,0,13041,0,0,3443,0,26897,0.166785015,0.081885727,0,0.225861203,0,0,0.059630406,0,0.465837649,0,1,0,0,0,4.995031002,5,33.35454559,190.492229,4.995031002,50000,50000,50000,50000,113.94055,53124.22143,2,2.35,4.675,2.5,2.925
1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,5068,2881,0,7594,0,0,2749,0,15555,0.14973262,0.085118327,0,0.224362573,0,0,0.081218424,0,0.459568056,0,1,0,0,0,4.995031002,5,33.35454559,225.8751101,4.995031002,50000,50000,50000,50000,113.6898804,56878.37439,2,2.2,3.62,2.32,2.34
3,10.08000007,3.360000024,12.25703297,20.42838828,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,7288,3620,0,9606,0,0,2784,0,19961,0.168473612,0.083682008,0,0.222057838,0,0,0.06435655,0,0.461429991,0,1,0,0,0,4.999630478,5,33.35454559,191.1595831,4.999630478,50000,50000,50000,50000,113.9458474,54296.56191,2,-1.08,3.08,2.38,1.36
1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,5646,0,0,1995,0,0,728,0,9523,0.315560027,0,0,0.111502347,0,0,0.040688576,0,0.53224905,1,0,0,0,0,215.6945427,4,33.35454559,215.6945427,50000,50000,50000,50000,50000,242.9019106,57242.17604,2,3.82,1.38,3.62,3.18
2,6.600000298,3.300000149,8.130344396,20.32586099,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,7580,0,0,1103,0,0,242,0,19455,0.2670895,0,0,0.038865398,0,0,0.008527132,0,0.68551797,1,0,0,0,0,187.2951777,4,34.11987686,187.2951777,50000,50000,50000,50000,50000,204.3970141,55147.05181,2,2.28,1.12,2.9,1.96
1,13.44000098,13.44000098,3.9,23.4,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,13923,0,0,9322,0,0,5816,0,28678,0.24113684,0,0,0.161450666,0,0,0.100729143,0,0.496683351,1,0,0,0,0,85.59014797,4,34.11987686,85.59014797,50000,50000,50000,50000,50000,97.15187956,53159.18404,2,-0.166666667,3.166666667,0.183333333,1.016666667
1,7.840000129,7.840000129,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,6876,0,0,6060,0,0,4531,0,16380,0.203149467,0,0,0.179040979,0,0,0.133867108,0,0.483942447,0,0,0,1,0,99.67642343,4,34.11987686,178.9234953,50000,50000,50000,50000,50000,99.67642343,56937.82692,2,-1.7,1.55,-0.1,-1.75
1,6.080000396,6.080000396,3.925875698,15.70350279,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,6474,0,0,961,0,0,0,0,18764,0.247108668,0,0,0.036680789,0,0,0,0,0.716210542,1,0,0,0,0,197.9422126,3,34.11987686,197.9422126,50000,50000,50000,50000,50000,50000,56383.60612,2,3.45,3.3,2.025,3.45
2,9.240000009,4.620000005,8.04005597,24.12016791,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,9321,0,0,6527,0,0,4561,0,19411,0.234078353,0,0,0.163912607,0,0,0.114540432,0,0.487468609,0,0,0,1,0,99.02899319,4,34.11987686,107.803093,50000,50000,50000,50000,50000,99.02899319,55636.97556,2,0.3,2.533333333,2.016666667,1.5
4,7.919999485,1.979999871,16.55703297,12.41777473,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,8340,0,0,4075,0,0,3442,0,18223,0.24471831,0,0,0.119571596,0,0,0.100997653,0,0.534712441,1,0,0,0,0,81.46483441,4,34.11987686,81.46483441,50000,50000,50000,50000,50000,111.6136152,54605.67988,2,1.866666667,3.366666667,3.733333333,2.233333333
1,4.159999909,4.159999909,3.902883549,23.41730129,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,6474,0,0,961,0,0,0,0,10457,0.361837693,0,0,0.053711156,0,0,0,0,0.584451151,1,0,0,0,0,197.9422126,3,34.11987686,197.9422126,50000,50000,50000,50000,50000,50000,57292.56259,2,2.183333333,2.2,2.45,2.5
1,9.600000954,9.600000954,3.920459157,23.52275494,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,3824,0,0,757,0,6925,0,0,29645,0.092926053,0,0,0.018395665,0,0.168282666,0,0,0.720395616,1,0,0,0,0,2302.28954,4,122.5,2302.28954,50000,50000,50000,1094.045639,50000,50000,53244.50245,2,4.433333333,3.633333333,4.15,4.4
2,6.600000298,3.300000149,8.130344396,20.32586099,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,2757,0,0,404,0,4789,0,0,20430,0.097145877,0,0,0.014235377,0,0.168745595,0,0,0.71987315,1,0,0,0,0,2275.658791,4,122.5,2275.658791,50000,50000,50000,1085.148891,50000,50000,55216.96498,2,4.88,4.74,4.62,4.64
3,5.760000315,1.920000105,12.50512484,20.84187473,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,2763,0,0,663,0,5190,0,0,16001,0.112239509,0,0,0.026932608,0,0.210829914,0,0,0.649997969,1,0,0,0,0,2363.553449,4,122.5,2363.553449,50000,50000,50000,1099.074835,50000,50000,53236.4449,2,3.74,1.42,4,2.52
1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,7300,0,696,3101,0,5377,0,696,17373,0.215676426,0,0.020563122,0.091618164,0,0.158861938,0,0.020563122,0.51328035,1,0,0,0,0,305.1202144,5,122.5,305.1202144,50000,419.2135185,50000,895.8352365,419.2135185,50000,56981.38707,2,3.7,3.54,3.28,3.56
1,6.080000396,6.080000396,3.925875698,15.70350279,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,2723,0,0,302,0,3387,0,0,19787,0.103935265,0,0,0.011527158,0,0.129279744,0,0,0.755257834,1,0,0,0,0,2340.721645,4,122.5,2340.721645,50000,50000,50000,1252.829492,50000,50000,56439.45474,2,4.225,1.725,3.85,3.075
2,9.240000009,4.620000005,8.04005597,20.10013993,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,8601,0,200,4290,0,6296,0,200,20433,0.215996986,0,0.005022602,0.107734807,0,0.158111502,0,0.005022602,0.513134103,1,0,0,0,0,304.3849807,5,122.5,304.3849807,50000,434.2897875,50000,898.1180439,434.2897875,50000,55697.57825,2,4.14,3.88,3.7,3.84
2,6.600000298,3.300000149,8.130344396,16.26068879,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,1712,0,577,0,0,5147,1446,577,19498,0.060324172,0,0.020331219,0,0,0.181360113,0.050951374,0.020331219,0.687033122,0,0,0,1,0,706.6652912,5,41.67885208,757.407763,50000,733.1626194,50000,370.1131935,733.1626194,706.6652912,55165.49883,1,3.05,1.65,3.025,2.15
3,5.760000315,1.920000105,12.50512484,16.67349978,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,1674,0,696,0,0,5415,1884,696,14948,0.068001787,0,0.028273145,0,0,0.219969939,0.076532478,0.028273145,0.607222651,0,0,0,1,0,704.9143426,5,41.67885208,743.2991719,50000,731.9239643,50000,369.3021996,731.9239643,704.9143426,53157.65781,1,3.025,1.25,2.075,2.625
1,13.44000098,13.44000098,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,5042,0,870,3957,0,15514,4042,870,28314,0.087323992,0,0.015067805,0.068532534,0,0.268691872,0.070004676,0.015067805,0.49037912,0,0,0,1,0,152.6801557,6,41.67885208,152.6801557,50000,734.7282707,50000,214.3119838,734.7282707,152.6801557,53178.55829,1,3.45,4.175,0.85,3.1
1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,2325,0,494,2292,0,9148,2985,494,16603,0.068691465,0,0.01459509,0.067716489,0,0.270275061,0.088190977,0.01459509,0.490530919,1,0,0,0,0,152.6801557,6,41.67885208,152.6801557,50000,731.9239643,50000,223.2417629,731.9239643,152.6801557,56938.53646,1,3.44,3.18,2.7,2.88
3,10.08000007,3.360000024,12.25703297,16.34271062,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,3520,0,711,2964,0,11670,3274,711,21120,0.081370351,0,0.016435886,0.068517534,0,0.269770452,0.075683673,0.016435886,0.488222104,0,0,0,1,0,152.6801557,6,41.67885208,152.8247392,50000,731.9239643,50000,213.8122138,731.9239643,152.6801557,54299.19185,1,2.925,1.5,1.925,2.45
1,6.080000396,6.080000396,3.925875698,19.62937849,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,1675,0,551,0,0,3633,1447,551,18893,0.063933738,0,0.021031337,0,0,0.138669415,0.055231116,0.021031337,0.721134394,0,0,0,1,0,708.3535938,5,41.67885208,759.7095184,50000,731.9239643,50000,432.2447984,731.9239643,708.3535938,56393.81325,1,3.04,3.3,3.22,3.7
2,9.240000009,4.620000005,8.04005597,16.08011194,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,3000,0,556,2709,0,11039,3011,556,19505,0.075339026,0,0.013962833,0.06803114,0,0.277222501,0.075615269,0.013962833,0.489829232,0,0,0,1,0,152.6801557,6,41.67885208,152.8498003,50000,731.9239643,50000,218.0283068,731.9239643,152.6801557,55651.60222,1,1.725,2.8,1.85,2.075
4,7.919999485,1.979999871,16.55703297,24.83554945,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,3883,0,638,124,0,8520,2775,638,18140,0.113937793,0,0.018720657,0.003638498,0,0.25,0.081426056,0.018720657,0.532276995,0,0,0,1,0,152.6801557,6,41.67885208,152.6801557,50000,732.2693585,50000,208.9054718,732.2693585,152.6801557,54656.40546,1,2.966666667,1.75,3.25,2.25
1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,1675,0,551,0,0,3633,1447,551,10586,0.093617259,0,0.030795886,0,0,0.203051643,0.080874134,0.030795886,0.591661078,0,0,0,1,0,708.3535938,5,41.67885208,759.7095184,50000,731.9239643,50000,432.2447984,731.9239643,708.3535938,57335.03106,1,3.34,-0.02,3.04,2.58
1,9.600000954,9.600000954,3.920459157,19.60229579,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,5886,52,20094,0,0,0,0,20094,15119,0.143034191,0.001263639,0.488299191,0,0,0,0,0.488299191,0.367402979,0,1,0,0,0,25.33147294,4,1001.5,56.07395216,25.33147294,134.3562245,50000,50000,134.3562245,50000,52285.82502,1,3.14,3.76,3.4,3.7
3,10.08000007,3.360000024,12.25703297,20.42838828,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,4696,433,27070,0,0,0,0,27070,11060,0.108555445,0.010009478,0.625765737,0,0,0,0,0.625765737,0.25566934,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.64387567,50000,50000,98.64387567,50000,53556.35499,1,3.54,2.3,3.22,2.92
1,6.080000396,6.080000396,3.925875698,19.62937849,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,3322,0,13841,0,0,0,0,13841,9036,0.126798733,0,0.528302607,0,0,0,0,0.528302607,0.34489866,1,0,0,0,0,101.9772546,3,1001.5,101.9772546,50000,144.103726,50000,50000,144.103726,50000,55710.70113,1,2.84,0.22,3.18,1.9
2,9.240000009,4.620000005,8.04005597,24.12016791,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,4674,355,24526,0,0,0,0,24526,10265,0.117378202,0.008915118,0.615921647,0,0,0,0,0.615921647,0.257785033,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.6317304,50000,50000,98.6317304,50000,54910.28121,1,2.75,1.75,3.416666667,2.3
4,7.919999485,1.979999871,16.55703297,12.41777473,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,3869,405,22064,0,0,0,0,22064,7742,0.113526995,0.011883803,0.64741784,0,0,0,0,0.64741784,0.227171362,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.6317304,50000,50000,98.6317304,50000,54040.77683,1,3.733333333,1.266666667,4.2,1.9
1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,3322,0,13602,0,0,0,0,13602,968,0.185669573,0,0.760228035,0,0,0,0,0.760228035,0.054102392,1,0,0,0,0,101.9772546,3,1001.5,101.9772546,50000,143.9524144,50000,50000,143.9524144,50000,56618.53027,1,3.44,0.76,3.26,2.08
1,9.600000954,9.600000954,3.920459157,23.52275494,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,12629,0,18668,0,1271,0,0,19939,8583,0.306894122,0,0.453646327,0,0.030886248,0,0,0.484532575,0.208573303,0,0,1,0,0,114.5639031,4,20.79686546,422.3853601,50000,114.5639031,191.2680897,50000,114.5639031,50000,53079.36132,2,4.083333333,4.05,2.866666667,4.216666667
3,5.760000315,1.920000105,12.50512484,20.84187473,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,5989,0,15245,0,956,0,0,16201,2427,0.243287159,0,0.619287484,0,0.038834951,0,0,0.658122436,0.098590405,0,0,1,0,0,107.7350908,4,20.79686546,405.0806312,50000,107.7350908,192.1596029,50000,107.7350908,50000,53541.54471,2,3.34,1.1,2.04,2.66
1,13.44000098,13.44000098,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.9E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,12629,0,20713,4114,11598,0,102,32311,8583,0.218725645,0,0.358734997,0.071251667,0.20086943,0,0.00176657,0.559604427,0.148651691,0,0,0,1,0,80.55944872,6,20.79686546,422.3853601,50000,101.4990334,86.76608186,50000,86.76608186,80.55944872,53079.36132,2,4.54,4.28,0.18,3.22
3,10.08000007,3.360000024,12.25703297,24.51406593,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,8178,0,15873,3079,9117,0,102,24990,6910,0.189047366,0,0.366929425,0.07117594,0.210753832,0,0.002357891,0.577683257,0.159735546,0,0,0,1,0,80.55944872,6,20.79686546,436.091183,50000,115.7968924,86.65433891,50000,86.65433891,80.55944872,53559.46561,2,4.633333333,3.25,1.9,3.616666667
